confidence,entropy,margin,brightness,blur,failure
0.6454235,0.8749285,0.33711252,-0.24041185,1.1899795532226562,0
0.9876808,0.07315762,0.97685134,0.67175835,0.9337452054023743,0
0.41481352,1.4783876,0.13064066,0.23211405,0.5966877937316895,0
0.6696152,0.91873646,0.41189808,0.6656302,0.7869492769241333,0
0.7052213,0.91476166,0.5258477,-0.25957292,1.2453439235687256,0
0.691917,1.0726256,0.5913275,-0.44896945,0.6645871996879578,0
0.8257007,0.687712,0.7219125,-0.882025,1.3426358699798584,0
0.8277796,0.6342829,0.70911866,-0.662618,0.34086376428604126,1
0.8558166,0.6243036,0.8045435,0.7618663,0.5073627829551697,0
0.9853635,0.08280817,0.9721315,0.45788202,1.1608266830444336,0
0.46655104,1.4591354,0.21251348,0.38424516,0.3175185024738312,0
0.99950874,0.004590494,0.999162,0.22165358,1.768587350845337,0
0.4114119,1.4938734,0.1680181,-0.54525244,0.64261394739151,0
0.99568826,0.034824118,0.99406004,-0.92332214,1.9716672897338867,0
0.99814904,0.015182074,0.9971598,-0.21754651,1.54941987991333,0
0.92424417,0.4096014,0.9050023,0.1298863,1.2244744300842285,0
0.9077765,0.3961616,0.8451059,0.13743918,1.2414371967315674,0
0.7715981,0.8568114,0.6841689,0.20294377,0.9261234998703003,0
0.9901438,0.067545846,0.9850655,0.3591792,0.8044863939285278,0
0.9912025,0.064082935,0.988009,-0.22997813,1.1154053211212158,0
0.64595807,1.2147617,0.48751035,-0.116733864,1.4222941398620605,0
0.64936066,0.83117634,0.33926436,1.8831606,1.298682451248169,1
0.56977516,1.2115874,0.3318455,-0.79711556,0.15289367735385895,0
0.7937914,0.52326137,0.58976245,-0.44460544,2.1086177825927734,0
0.90928006,0.42546093,0.8701424,0.38403893,0.5892541408538818,1
0.48574954,1.3860741,0.24329977,-0.17445815,0.8016155958175659,0
0.9271148,0.34008497,0.88321066,-0.46513057,0.5282113552093506,0
0.85037893,0.52450794,0.72235847,0.27295107,0.6067334413528442,0
0.98860127,0.07097802,0.97998,0.14028448,1.5966755151748657,0
0.99753124,0.020432513,0.9964489,-0.8461479,0.7335382699966431,0
0.9811484,0.11327516,0.9684441,-1.1729238,0.6426103115081787,0
0.71004003,0.9522916,0.5556774,0.0794956,0.20356595516204834,0
0.5880074,1.323025,0.37457085,0.13847882,0.7079128623008728,0
0.66410154,0.96538144,0.45009667,-0.046676233,0.5533822178840637,1
0.99462813,0.036637127,0.99022543,-0.41647518,0.5384944081306458,0
0.8953598,0.4264353,0.81585246,-0.63106704,1.2383577823638916,1
0.968129,0.18377909,0.95323044,0.021462865,0.5847483277320862,0
0.8790148,0.46127558,0.79149365,0.87540764,2.7243597507476807,0
0.9901826,0.06440632,0.98325956,0.4355082,1.6497488021850586,0
0.8328218,0.59725064,0.7137671,0.15651785,0.560652494430542,0
0.47753036,1.1367308,0.096197486,0.2764244,1.2858657836914062,1
0.99966216,0.0034513453,0.9994737,-1.3466549,1.0098910331726074,0
0.8155853,0.7123588,0.72454304,-0.6386319,0.7942224144935608,1
0.89606917,0.4950183,0.86042833,-0.49034554,0.6053551435470581,0
0.849601,0.62174886,0.7665992,0.00015471256,0.43143707513809204,0
0.98664504,0.0862125,0.97992027,0.56637365,1.1263225078582764,0
0.7305636,0.9411301,0.6181697,-0.2625026,0.3791690468788147,0
0.47759485,1.5310996,0.22402921,-0.2860504,1.2798374891281128,0
0.9944195,0.03849587,0.99054176,-0.24815375,0.5157104730606079,0
0.5041958,0.9024137,0.058733374,-0.5989598,0.3020523190498352,1
