confidence,entropy,prediction_margin,activation_mean,activation_std,activation_max,activation_min,activation_energy,activation_sparsity,dead_neuron_ratio,positive_activation_ratio,activation_entropy,gradient_mean,gradient_std,gradient_max,gradient_min,gradient_norm,gradient_energy,gradient_sparsity,gradient_entropy,brightness,contrast,image_entropy,blur_score,laplacian_variance,edge_density,prediction,true_label,failure_label
0.6937355399131775,1.1129764318466187,0.5589150190353394,0.37060612440109253,0.4895516633987427,3.145806312561035,0.0,0.3765416443347931,0.298828125,0.298828125,0.701171875,5.98891019821167,-0.0002368279965594411,0.024365577846765518,0.06586309522390366,-0.07069547474384308,0.5508174896240234,0.0005925779114477336,0.0,6.238229751586914,109.3251953125,37.991938777472626,6.897243022918701,3172.21484375,3172.21484375,0.2744140625,3,3,0
0.6843366026878357,0.8685621023178101,0.46629032492637634,1.0743815898895264,1.3079017400741577,6.743712902069092,0.0,2.8615622520446777,0.423828125,0.423828125,0.576171875,4.262983322143555,-0.0034228917211294174,0.031167130917310715,0.07184997200965881,-0.13098099827766418,0.7087870240211487,0.0009812089847400784,0.0,6.238141059875488,153.3916015625,78.19490602273109,7.021042823791504,2469.134765625,2469.134765625,0.251953125,8,8,0
0.8253815770149231,0.5806705951690674,0.6793951392173767,0.6958261728286743,0.8331678509712219,4.562689304351807,0.0,1.1769869327545166,0.41015625,0.41015625,0.58984375,5.471125602722168,-0.0034228917211294174,0.031167130917310715,0.07184997200965881,-0.13098099827766418,0.7087870240211487,0.0009812089847400784,0.0,6.238141059875488,130.2314453125,64.55844726102713,7.62003231048584,1568.395751953125,1568.395751953125,0.21875,8,8,0
0.9718778133392334,0.1703561544418335,0.9600765705108643,0.5103509426116943,0.7513641715049744,3.695981740951538,0.0,0.8239035606384277,0.34765625,0.34765625,0.65234375,5.696941375732422,0.0013286094181239605,0.027425197884440422,0.0505802296102047,-0.08844117820262909,0.6206835508346558,0.0007524376269429922,0.0,6.2382001876831055,151.8154296875,53.45449397372726,6.914162635803223,2037.458251953125,2037.458251953125,0.1982421875,0,0,0
0.7595812082290649,0.7740340828895569,0.6329233050346375,0.6082804203033447,0.9221966862678528,4.6024885177612305,0.0,1.2187907695770264,0.27734375,0.27734375,0.72265625,5.1783447265625,-0.003634469350799918,0.029714293777942657,0.056856341660022736,-0.10319522768259048,0.6767164468765259,0.0008944240980781615,0.0,6.238154888153076,113.9091796875,39.3798924752003,7.1644744873046875,3411.84912109375,3411.84912109375,0.31640625,6,6,0
0.8539777398109436,0.5623456239700317,0.7508261799812317,0.556020975112915,0.7415990233421326,3.9629478454589844,0.0,0.8580542206764221,0.28515625,0.28515625,0.71484375,5.598419189453125,-0.003634469350799918,0.029714293777942657,0.056856341660022736,-0.10319522768259048,0.6767164468765259,0.0008944240980781615,0.0,6.238154888153076,99.6591796875,35.615268047244676,7.032404899597168,1773.3668212890625,1773.3668212890625,0.19140625,6,6,0
0.5114010572433472,1.238206148147583,0.19442260265350342,0.49124133586883545,0.6828839182853699,4.0121026039123535,0.0,0.7067376375198364,0.28125,0.28125,0.71875,5.53118896484375,-0.0002368279965594411,0.024365577846765518,0.06586309522390366,-0.07069547474384308,0.5508174896240234,0.0005925779114477336,0.0,6.238229751586914,74.4140625,52.388483100974526,7.139590263366699,3529.36181640625,3529.36181640625,0.248046875,3,1,1
0.7787281274795532,0.6813778281211853,0.5956350564956665,0.5439096093177795,0.7563028335571289,4.898049354553223,0.0,0.8667145371437073,0.265625,0.265625,0.734375,5.365736961364746,-0.003634469350799918,0.029714293777942657,0.056856341660022736,-0.10319522768259048,0.6767164468765259,0.0008944240980781615,0.0,6.238154888153076,93.7177734375,37.632337279325604,6.719589710235596,897.2044067382812,897.2044067382812,0.1376953125,6,6,0
0.6038075089454651,1.2174643278121948,0.38582944869995117,0.4245251417160034,0.553533136844635,2.730522871017456,0.0,0.48602211475372314,0.310546875,0.310546875,0.689453125,5.95766019821167,-0.0002368279965594411,0.024365577846765518,0.06586309522390366,-0.07069547474384308,0.5508174896240234,0.0005925779114477336,0.0,6.238229751586914,162.60546875,42.41082797432483,7.032191276550293,1343.32177734375,1343.32177734375,0.2412109375,3,3,0
0.5433381199836731,0.7217139005661011,0.09133771061897278,0.5536983013153076,0.8559814691543579,4.314939975738525,0.0,1.0378551483154297,0.279296875,0.279296875,0.720703125,5.2844014167785645,-0.0028648371808230877,0.027818458154797554,0.059607747942209244,-0.10253230482339859,0.6321771740913391,0.0007805624627508223,0.0,6.238194465637207,138.66015625,63.98720983017298,7.572835445404053,3082.796630859375,3082.796630859375,0.294921875,9,1,1
