confidence,entropy,prediction,true_label,failure
0.6937357187271118,1.1129761934280396,3,3,0
0.6843366026878357,0.8685621023178101,8,8,0
0.8253815174102783,0.5806707143783569,8,8,0
0.9718778133392334,0.17035627365112305,0,0,0
0.7595812082290649,0.7740340232849121,6,6,0
0.8539777398109436,0.5623456835746765,6,6,0
0.5114009976387024,1.238206148147583,3,1,1
0.7787280678749084,0.6813778281211853,6,6,0
0.6038073897361755,1.2174646854400635,3,3,0
0.5433381199836731,0.7217139005661011,9,1,1
0.9703162312507629,0.1724194437265396,0,0,0
0.9964966177940369,0.02457781694829464,9,9,0
0.37799862027168274,1.5697591304779053,4,5,1
0.9604225158691406,0.22238491475582123,7,7,0
0.9868869185447693,0.08301440626382828,9,9,0
0.938489556312561,0.32811981439590454,8,8,0
0.5910818576812744,1.0654126405715942,5,5,0
0.8903200626373291,0.5242652297019958,7,7,0
0.9898985028266907,0.06742271035909653,8,8,0
0.8937434554100037,0.5084419846534729,6,6,0
0.9768410921096802,0.14066696166992188,7,7,0
0.8288328051567078,0.5457435250282288,0,0,0
0.6442580223083496,1.0508185625076294,0,4,1
0.9566695094108582,0.18027980625629425,9,9,0
0.9067532420158386,0.38890713453292847,4,5,1
0.34042680263519287,1.542783498764038,4,2,1
0.5007420182228088,1.2606343030929565,4,4,0
0.4115281403064728,1.2690376043319702,2,0,1
0.9058027863502502,0.42358309030532837,9,9,0
0.9339767098426819,0.31484028697013855,6,6,0
0.7590786814689636,0.8815844058990479,6,6,0
0.8548551201820374,0.58423912525177,5,5,0
0.5546892881393433,1.364769458770752,2,4,1
0.7376782894134521,0.9609408974647522,3,5,1
0.969037652015686,0.19272759556770325,9,9,0
0.6926196217536926,0.913132905960083,3,2,1
0.9124318361282349,0.3929903507232666,4,4,0
0.7489367723464966,0.7628903388977051,9,1,1
0.9967631101608276,0.027117926627397537,9,9,0
0.9317155480384827,0.30095118284225464,5,5,0
0.44540566205978394,1.056126594543457,4,4,0
0.891451895236969,0.4504322111606598,6,6,0
0.6121103167533875,1.2534642219543457,3,5,1
0.8375411033630371,0.6312829256057739,6,6,0
0.9168880581855774,0.35431036353111267,0,0,0
0.994316041469574,0.04223206266760826,9,9,0
0.8344159722328186,0.6864677667617798,3,3,0
0.41916096210479736,1.8376357555389404,9,9,0
0.8546969890594482,0.5139704942703247,7,7,0
0.696511447429657,0.8344693183898926,6,6,0
0.8834310173988342,0.520148754119873,9,9,0
0.9826875329017639,0.1115160882472992,8,8,0
0.3501724898815155,1.600120186805725,2,0,1
0.5322201251983643,1.2011401653289795,3,3,0
0.9996377229690552,0.0032805935479700565,8,8,0
0.9880768060684204,0.06938895583152771,8,8,0
0.40967661142349243,1.3903489112854004,7,7,0
0.479720801115036,1.4796093702316284,3,7,1
0.4230565130710602,1.695228099822998,6,4,1
0.58726966381073,1.187531590461731,6,6,0
0.9789576530456543,0.11191374063491821,7,7,0
0.6526414155960083,1.0422734022140503,3,3,0
0.48563575744628906,1.2895710468292236,6,6,0
0.384904146194458,1.6644573211669922,3,3,0
0.4729081690311432,1.0256808996200562,6,6,0
0.6378202438354492,0.8893940448760986,2,2,0
0.5472415685653687,0.9951105713844299,8,1,1
0.7775017023086548,0.5754826664924622,2,2,0
0.5299457311630249,1.3177238702774048,3,3,0
0.645687997341156,1.2745506763458252,7,7,0
0.7199649810791016,0.9532347917556763,2,2,0
0.5770500898361206,1.3226726055145264,6,6,0
0.9993919134140015,0.005165845155715942,8,8,0
0.9978219270706177,0.01646570861339569,8,8,0
0.41950279474258423,1.4781584739685059,0,0,0
0.883542537689209,0.5699499249458313,2,2,0
0.7882750630378723,0.8153142929077148,0,9,1
0.7665349245071411,0.943162202835083,3,3,0
0.674555778503418,1.036395788192749,3,3,0
0.9981529116630554,0.014991044998168945,8,8,0
0.9994439482688904,0.004907715134322643,8,8,0
0.9391367435455322,0.32299181818962097,1,1,0
0.9800314903259277,0.11691855639219284,1,1,0
0.45808133482933044,1.485979437828064,7,7,0
0.30135396122932434,1.7024884223937988,2,2,0
0.8282946348190308,0.6559178829193115,7,5,1
0.3649008274078369,1.4988985061645508,0,2,1
0.5131728649139404,1.5051918029785156,7,7,0
0.9319326281547546,0.3255864083766937,8,8,0
0.9795007705688477,0.10945086926221848,9,9,0
0.9981697797775269,0.015086634084582329,0,0,0
0.530344545841217,1.0364370346069336,2,3,1
0.9924203753471375,0.055128954350948334,8,8,0
0.8941768407821655,0.4577881991863251,6,6,0
0.9353370666503906,0.31415700912475586,4,4,0
0.6465477347373962,1.1391619443893433,6,6,0
0.5511099100112915,0.9381739497184753,2,6,1
0.7549422383308411,0.6959654688835144,8,0,1
0.9158270955085754,0.3474408686161041,0,0,0
0.939677357673645,0.3097679615020752,7,7,0
0.3151737153530121,1.6577587127685547,2,4,1
0.29201191663742065,1.5293550491333008,3,5,1
0.4633178114891052,1.4027783870697021,6,6,0
0.6253193616867065,1.1810804605484009,3,3,0
0.9961961507797241,0.029244398698210716,1,1,0
0.7753923535346985,0.8102675676345825,1,1,0
0.30506381392478943,1.7799087762832642,3,3,0
0.9925049543380737,0.05272947996854782,6,6,0
0.8127538561820984,0.7953252792358398,8,8,0
0.9891407489776611,0.06933823972940445,7,7,0
0.9127156734466553,0.3926597237586975,7,4,1
0.7998026609420776,0.7281180024147034,1,0,1
0.8104254603385925,0.6585807204246521,2,6,1
0.9795181155204773,0.12835946679115295,2,2,0
0.9943928718566895,0.039958152920007706,1,1,0
0.6181063652038574,1.2905246019363403,3,3,0
0.9442998170852661,0.25080442428588867,0,0,0
0.6266241073608398,1.2222589254379272,4,4,0
0.4035947024822235,1.4218664169311523,7,2,1
0.391169935464859,1.4975817203521729,7,7,0
0.863029420375824,0.567899763584137,8,8,0
0.5693345069885254,1.2922792434692383,3,3,0
0.957075297832489,0.21500906348228455,1,1,0
0.9758933186531067,0.15327920019626617,2,2,0
0.9974731802940369,0.019461434334516525,8,8,0
0.5760337114334106,1.0233712196350098,2,0,1
0.7839654088020325,0.841272234916687,8,8,0
0.6720094680786133,1.1648085117340088,3,3,0
0.4615527093410492,1.2797081470489502,6,5,1
0.5694169998168945,0.983160138130188,0,2,1
0.7150392532348633,0.744601309299469,2,4,1
0.8913453817367554,0.39780911803245544,1,1,0
0.9479268789291382,0.2556379437446594,8,8,0
0.9469773173332214,0.21175876259803772,9,9,0
0.8028106689453125,0.6897405385971069,1,1,0
0.9033183455467224,0.47651877999305725,2,2,0
0.7591249942779541,0.7744201421737671,9,9,0
0.8596622347831726,0.5797152519226074,7,7,0
0.8736829161643982,0.5078166127204895,2,2,0
0.9846395254135132,0.09167824685573578,8,9,1
0.4915405213832855,1.343724250793457,6,6,0
0.9357160329818726,0.299003541469574,5,5,0
0.8970245718955994,0.4974491000175476,6,6,0
0.4999844431877136,1.2370808124542236,5,3,1
0.7994304895401001,0.7867724299430847,8,8,0
0.5445598363876343,1.4617650508880615,3,7,1
0.9166818857192993,0.41208240389823914,6,6,0
0.5414308309555054,1.3395494222640991,6,2,1
0.49338972568511963,1.4320999383926392,5,5,0
0.34323638677597046,1.54318106174469,2,2,0
0.7839710116386414,0.8770542740821838,8,8,0
0.9401013255119324,0.31003284454345703,9,9,0
0.4498792290687561,1.1891703605651855,6,6,0
0.8290603756904602,0.7807279229164124,0,0,0
0.810120701789856,0.6560826897621155,0,0,0
0.5071088075637817,1.0768039226531982,5,5,0
0.942706286907196,0.29676002264022827,2,2,0
0.8903367519378662,0.5464229583740234,9,9,0
0.5863862037658691,1.3709559440612793,3,5,1
0.9797319769859314,0.12113560736179352,4,4,0
0.5780887007713318,1.0352115631103516,2,2,0
0.9636340737342834,0.1799296736717224,1,1,0
0.6562545299530029,1.2823246717453003,6,6,0
0.8293973207473755,0.5311585068702698,6,6,0
0.8032874464988708,0.7260949611663818,8,8,0
0.706132709980011,0.9938352108001709,7,4,1
0.9986103773117065,0.011133458465337753,8,8,0
0.5458616018295288,1.2660131454467773,6,4,1
0.6417677402496338,1.1337854862213135,7,5,1
0.7275556325912476,0.7034295201301575,0,0,0
0.9540245532989502,0.24503295123577118,9,9,0
0.6878352761268616,1.0268888473510742,0,9,1
0.3729746639728546,1.4526865482330322,8,9,1
0.8853495121002197,0.5511499643325806,8,8,0
0.9048169851303101,0.42237550020217896,9,9,0
0.9879469275474548,0.08508624136447906,9,9,0
0.6751709580421448,1.0433552265167236,3,3,0
0.7189334630966187,0.8271771669387817,7,7,0
0.7516709566116333,0.8037843108177185,3,5,1
0.7936440706253052,0.7783836126327515,0,0,0
0.6493296027183533,0.9204217791557312,0,0,0
0.6364027261734009,1.0280064344406128,5,5,0
0.9943163990974426,0.04108060151338577,2,2,0
0.28339341282844543,1.612022876739502,6,2,1
0.24332082271575928,1.8169220685958862,0,3,1
0.9993911981582642,0.0052189393900334835,8,8,0
0.4851139485836029,1.187121868133545,6,6,0
0.6859028935432434,1.0199097394943237,2,3,1
0.4689173102378845,1.5365211963653564,3,4,1
0.746557354927063,0.6611620783805847,8,0,1
0.31201452016830444,1.8301453590393066,6,5,1
0.8657172322273254,0.5683338642120361,8,8,0
0.9078275561332703,0.4877315163612366,0,0,0
0.5425936579704285,1.522985816001892,1,1,0
0.34574374556541443,1.5613045692443848,7,7,0
0.5250757336616516,1.2255887985229492,4,2,1
0.8879696130752563,0.5151693820953369,8,8,0
0.9929417371749878,0.051335595548152924,8,8,0
0.8715843558311462,0.5754990577697754,7,7,0
0.9735574126243591,0.17335383594036102,8,8,0
0.34041592478752136,1.3648099899291992,3,5,1
0.5981639623641968,1.1404190063476562,0,1,1
0.9938145875930786,0.03969346731901169,8,8,0
0.6283894777297974,1.1307072639465332,7,7,0
0.9774768948554993,0.1449539065361023,1,1,0
0.698760449886322,0.8335258960723877,3,3,0
0.8912272453308105,0.4117587208747864,0,0,0
0.4033574163913727,1.4779284000396729,5,5,0
0.984329342842102,0.09859222173690796,7,7,0
0.9408435225486755,0.3343069851398468,9,9,0
0.5403478741645813,1.2886300086975098,6,7,1
0.8147106766700745,0.8229756951332092,0,4,1
0.41649147868156433,1.5086686611175537,5,5,0
0.8447777032852173,0.6357362866401672,7,9,1
0.9455381035804749,0.28974905610084534,8,8,0
0.9525097012519836,0.25922083854675293,0,0,0
0.7842410802841187,0.7785583734512329,7,7,0
0.9931603670120239,0.04814492538571358,9,9,0
0.908619225025177,0.3904906213283539,8,8,0
0.7054553627967834,1.00041925907135,2,2,0
0.4744013249874115,1.107554316520691,4,7,1
0.6277891397476196,1.2414133548736572,3,6,1
0.9461487531661987,0.2695215046405792,9,9,0
0.6646291613578796,1.1163105964660645,4,4,0
0.40929174423217773,1.5544705390930176,3,3,0
0.6887279152870178,0.7361518144607544,1,9,1
0.556460440158844,1.3030774593353271,3,6,1
0.7078319191932678,0.8714765906333923,4,4,0
0.6173145771026611,1.3252177238464355,3,7,1
0.4063792824745178,1.4606990814208984,2,6,1
0.7975376844406128,0.5877971053123474,3,5,1
0.9592278599739075,0.17669017612934113,1,1,0
0.6251885890960693,1.2559552192687988,3,5,1
0.9024779796600342,0.4695171117782593,8,8,0
0.9888363480567932,0.07509979605674744,8,8,0
0.9995070695877075,0.004700233694165945,0,0,0
0.90831059217453,0.4209274649620056,4,4,0
0.8412488698959351,0.7157182097434998,7,0,1
0.5076475143432617,1.481879711151123,3,5,1
0.2601255476474762,1.6948790550231934,3,5,1
0.999942421913147,0.0006587125826627016,1,1,0
0.5890698432922363,0.7358872294425964,1,1,0
0.7695183753967285,0.9180060029029846,8,8,0
0.7551574110984802,0.7295907735824585,9,9,0
0.9931682348251343,0.046513643115758896,0,0,0
0.6484841704368591,1.12852144241333,2,3,1
0.9963921904563904,0.030219286680221558,1,1,0
0.9375109672546387,0.347004234790802,8,9,1
0.8299678564071655,0.7480295300483704,2,2,0
0.7570176720619202,0.8601647019386292,0,2,1
0.2571805417537689,1.5692087411880493,5,5,0
0.8863358497619629,0.45311570167541504,3,3,0
0.9411975145339966,0.267278254032135,9,9,0
0.5927222967147827,0.8779757022857666,9,9,0
0.7366588711738586,0.8194867372512817,2,4,1
0.4956716299057007,1.5130220651626587,8,0,1
0.5960352420806885,1.0329666137695312,6,3,1
0.9496831297874451,0.2737024426460266,0,0,0
0.9713871479034424,0.17094197869300842,8,0,1
0.41598010063171387,1.4770586490631104,9,9,0
0.679221510887146,1.1488505601882935,8,8,0
0.937367856502533,0.2826206088066101,1,1,0
0.7331094145774841,1.0570147037506104,3,5,1
0.7427054047584534,0.9687962532043457,3,7,1
0.954510509967804,0.2344110608100891,8,0,1
0.994097113609314,0.040699854493141174,8,8,0
0.27685609459877014,2.0036721229553223,0,2,1
0.9752874374389648,0.13706621527671814,4,4,0
0.9869322180747986,0.0848897397518158,7,7,0
0.6028642654418945,1.42360258102417,0,0,0
0.44061025977134705,1.234174370765686,4,2,1
0.4322625398635864,1.2834429740905762,4,3,1
0.9397794008255005,0.3152827322483063,6,6,0
0.6397960782051086,1.172072410583496,3,3,0
0.9975807666778564,0.019391540437936783,8,8,0
0.24721644818782806,1.805037260055542,2,5,1
0.6548450589179993,0.9417238235473633,0,0,0
0.42753612995147705,1.6972792148590088,0,3,1
0.5794650912284851,1.2519068717956543,4,4,0
0.4212856888771057,1.396416425704956,7,3,1
0.49386247992515564,0.9917242527008057,0,9,1
0.6164956092834473,0.8294302821159363,8,0,1
0.872748851776123,0.5336154699325562,6,6,0
0.9991673231124878,0.007122502196580172,1,1,0
0.9679260849952698,0.18399035930633545,9,0,1
0.9954373240470886,0.037140022963285446,9,9,0
0.907941460609436,0.3522920608520508,1,1,0
0.8623330593109131,0.40929433703422546,8,0,1
0.9721961617469788,0.15800166130065918,7,7,0
0.9932605624198914,0.04844296723604202,9,9,0
0.9965362548828125,0.027088545262813568,1,1,0
0.9756498336791992,0.15158306062221527,2,2,0
0.9017844200134277,0.38004061579704285,6,6,0
0.6509227156639099,0.6606570482254028,9,9,0
0.8375630974769592,0.6773743629455566,3,3,0
0.7806074023246765,0.6346275210380554,4,4,0
0.9910579919815063,0.06008954718708992,6,6,0
0.9955014586448669,0.030653811991214752,0,0,0
0.9517969489097595,0.19834090769290924,0,0,0
0.8987923860549927,0.46446502208709717,6,6,0
0.987436056137085,0.08278559893369675,6,6,0
0.9365274906158447,0.31020334362983704,6,6,0
0.330507755279541,1.8342437744140625,3,3,0
0.21858084201812744,2.00142240524292,0,2,1
0.7842132449150085,0.8019857406616211,6,6,0
0.6722695827484131,1.0522472858428955,1,1,0
0.6436491012573242,1.1673747301101685,9,8,1
0.9368737936019897,0.3140973746776581,2,2,0
0.9872360825538635,0.07160083949565887,1,1,0
0.37765952944755554,1.3960168361663818,4,6,1
0.8821976184844971,0.47455987334251404,8,8,0
0.9970941543579102,0.02327881194651127,6,6,0
0.9736484885215759,0.12581488490104675,0,8,1
0.7537318468093872,0.9158597588539124,0,0,0
0.626617968082428,1.221171498298645,4,4,0
0.47296205163002014,1.5155378580093384,0,0,0
0.5610802173614502,1.3782811164855957,7,7,0
0.9797773957252502,0.12360498309135437,7,7,0
0.9239393472671509,0.32700031995773315,5,5,0
0.7395466566085815,0.9257784485816956,3,5,1
0.8175278902053833,0.7334100604057312,3,3,0
0.8214699625968933,0.7678868770599365,3,5,1
0.4813385307788849,1.379284381866455,2,2,0
0.8446159958839417,0.6291738748550415,2,3,1
0.6252095699310303,1.231184959411621,7,4,1
0.7969504594802856,0.9076010584831238,1,1,0
0.7273664474487305,0.8028443455696106,7,7,0
0.3259075880050659,1.7041974067687988,3,5,1
0.908069908618927,0.46576735377311707,4,4,0
0.8463922739028931,0.6377410292625427,6,6,0
0.9400129914283752,0.30187559127807617,1,1,0
0.9799978137016296,0.12443314492702484,9,9,0
0.42792046070098877,1.3012819290161133,2,3,1
0.9570035338401794,0.21656307578086853,6,6,0
0.9326273202896118,0.3202045261859894,6,6,0
0.8277353644371033,0.49507007002830505,1,9,1
0.9113192558288574,0.39334338903427124,3,3,0
0.9888787269592285,0.07571026682853699,8,8,0
0.923180103302002,0.402107834815979,0,0,0
0.9069138169288635,0.4326072633266449,7,7,0
0.6100658774375916,1.0307220220565796,2,2,0
0.9542703628540039,0.2611474394798279,6,6,0
0.9227858781814575,0.31983834505081177,0,2,1
0.3045073449611664,1.5525459051132202,5,5,0
0.9388087391853333,0.24811816215515137,8,8,0
0.3302392065525055,1.426825761795044,5,5,0
0.7033826112747192,1.0535593032836914,4,4,0
0.9471807479858398,0.261493444442749,6,6,0
0.9944565296173096,0.03588087111711502,8,8,0
0.7781621217727661,0.5677017569541931,9,9,0
0.8834414482116699,0.37456297874450684,1,9,1
0.9978653788566589,0.017465461045503616,1,1,0
0.8629554510116577,0.46846431493759155,0,0,0
0.8145037889480591,0.5267611145973206,2,2,0
0.6751097440719604,0.9926965236663818,6,2,1
0.32269003987312317,1.667799472808838,7,7,0
0.4127477705478668,1.5911846160888672,6,3,1
0.8683395385742188,0.6056835651397705,2,2,0
0.7874236106872559,0.7444028258323669,8,8,0
0.824060320854187,0.7254514098167419,0,0,0
0.30447009205818176,1.7671382427215576,9,9,0
0.8634862303733826,0.5004586577415466,5,5,0
0.9971349239349365,0.020514555275440216,8,8,0
0.560944676399231,1.0359967947006226,1,1,0
0.9740098118782043,0.16023465991020203,9,9,0
0.5584670901298523,1.2429635524749756,7,4,1
0.4513593912124634,1.4668045043945312,1,1,0
0.2192031294107437,1.972416639328003,3,3,0
0.8390718102455139,0.5802507400512695,0,8,1
0.7268270254135132,0.9003685712814331,1,1,0
0.48543408513069153,1.2072031497955322,2,4,1
0.9956960678100586,0.033342503011226654,7,7,0
0.9992061257362366,0.007741634733974934,9,9,0
0.5622208118438721,1.4849956035614014,4,4,0
0.49224239587783813,0.9648616313934326,2,2,0
0.4242764115333557,1.486664056777954,7,7,0
0.34459352493286133,1.6179444789886475,9,0,1
0.5990208387374878,1.0035791397094727,7,7,0
0.5483720898628235,1.3668756484985352,2,0,1
0.8892620205879211,0.45535606145858765,6,6,0
0.939690351486206,0.3072478473186493,6,6,0
0.9671250581741333,0.20183664560317993,9,9,0
0.992243230342865,0.04997367039322853,0,0,0
0.688211977481842,0.7680920362472534,0,9,1
0.3204326033592224,1.5765142440795898,2,2,0
0.5734363794326782,0.8542301058769226,8,8,0
0.9340038299560547,0.3200679421424866,7,7,0
0.8334720134735107,0.7249778509140015,2,2,0
0.48141923546791077,1.245818018913269,2,2,0
0.8586541414260864,0.5724412798881531,5,5,0
0.9915430545806885,0.0549837090075016,1,1,0
0.9176555871963501,0.29915156960487366,2,2,0
0.947626531124115,0.2903187870979309,6,6,0
0.41876474022865295,1.420845866203308,7,2,1
0.7581093311309814,0.9878320097923279,9,9,0
0.9749953150749207,0.14405906200408936,6,6,0
0.6321073174476624,0.9926416277885437,2,2,0
0.5507360100746155,1.4214646816253662,3,3,0
0.8322390913963318,0.6647216081619263,0,0,0
0.8884991407394409,0.4853937327861786,9,3,1
0.9079122543334961,0.4284903109073639,9,9,0
0.41720661520957947,1.5776853561401367,1,8,1
0.9627021551132202,0.21524663269519806,7,7,0
0.9939950108528137,0.037963587790727615,8,8,0
0.9744899272918701,0.1427653729915619,8,8,0
0.4321366548538208,1.1523581743240356,4,4,0
0.9979281425476074,0.016582375392317772,0,0,0
0.7259675860404968,0.9035691022872925,9,1,1
0.9944987893104553,0.03689808025956154,8,8,0
0.7424672245979309,0.9793959856033325,2,2,0
0.9725614190101624,0.13539817929267883,7,7,0
0.45222070813179016,1.0628929138183594,8,9,1
0.6531355381011963,1.140770673751831,3,3,0
0.9392133951187134,0.3176501989364624,6,6,0
0.7089726328849792,0.6326349973678589,1,1,0
0.9922246932983398,0.05238780006766319,9,9,0
0.6411354541778564,1.2007898092269897,0,0,0
0.6729358434677124,1.1404306888580322,7,7,0
0.356986403465271,1.8090510368347168,7,3,1
0.8388667702674866,0.7222698330879211,7,7,0
0.39195308089256287,1.3826490640640259,2,4,1
0.4078367054462433,1.4317514896392822,3,5,1
0.7805562615394592,0.5788207650184631,8,0,1
0.9250506162643433,0.39574018120765686,0,0,0
0.46719881892204285,1.1261523962020874,2,2,0
0.9960298538208008,0.0320892408490181,9,9,0
0.7063027620315552,1.0308120250701904,6,3,1
0.3683815598487854,1.614811897277832,4,4,0
0.4150688052177429,1.5441381931304932,2,0,1
0.8972377777099609,0.4821033477783203,6,6,0
0.7809066772460938,0.8042795062065125,4,2,1
0.3300709128379822,1.540318489074707,5,5,0
0.4061306118965149,1.4982597827911377,3,3,0
0.3158680200576782,1.5545060634613037,4,7,1
0.3895620107650757,1.8488129377365112,3,3,0
0.8872765302658081,0.5350661277770996,7,7,0
0.3366391658782959,1.627173662185669,6,2,1
0.4328977167606354,1.476097583770752,2,5,1
0.7529312372207642,0.7014915943145752,3,3,0
0.4967833459377289,1.3968735933303833,6,1,1
0.6037369966506958,0.7325180768966675,1,1,0
0.6084014177322388,0.9745444059371948,4,4,0
0.9838162660598755,0.11075401306152344,9,9,0
0.9207051396369934,0.37656062841415405,9,9,0
0.7292441129684448,0.9499775767326355,5,5,0
0.3644149899482727,1.5269112586975098,2,7,1
0.36798563599586487,1.5516026020050049,2,5,1
0.9950751662254333,0.03406756743788719,0,0,0
0.990698516368866,0.06581613421440125,2,2,0
0.7924216985702515,0.6724379658699036,0,2,1
0.3339746296405792,2.015808582305908,2,2,0
0.9500946402549744,0.2790856957435608,9,9,0
0.93864905834198,0.3280210494995117,7,7,0
0.5761769413948059,1.421802043914795,3,3,0
0.8831270933151245,0.5483953356742859,9,9,0
0.5533407926559448,1.283551573753357,2,4,1
0.4923345148563385,1.2703663110733032,4,3,1
0.5858564376831055,1.3164334297180176,7,5,1
0.47630318999290466,1.2705861330032349,4,4,0
0.3134750723838806,1.746749758720398,6,6,0
0.4607020318508148,1.3489303588867188,5,5,0
0.7877708077430725,0.6874065399169922,6,6,0
0.7994480729103088,0.6424336433410645,1,1,0
0.5514214038848877,1.4207758903503418,4,4,0
0.45970556139945984,1.5824493169784546,3,3,0
0.9248353242874146,0.37783169746398926,4,4,0
0.53596431016922,1.0050104856491089,7,4,1
0.5850595235824585,1.2828421592712402,3,3,0
0.5233870148658752,1.4109606742858887,7,7,0
0.9664457440376282,0.19835388660430908,8,8,0
0.48751282691955566,1.2706758975982666,3,3,0
0.7935145497322083,0.8790679574012756,7,7,0
0.9980611205101013,0.014086437411606312,8,8,0
0.5526317954063416,0.8178496360778809,0,0,0
0.47920548915863037,1.449336051940918,3,5,1
0.8965007662773132,0.4004092216491699,7,7,0
0.786160945892334,0.7709097862243652,6,6,0
0.6778818964958191,0.8369742035865784,9,0,1
0.8154333233833313,0.767578125,2,5,1
0.47533637285232544,1.3718342781066895,4,4,0
0.6731099486351013,0.836014449596405,8,8,0
0.9869929552078247,0.08202971518039703,6,6,0
0.9976617097854614,0.016937214881181717,8,8,0
0.4713931977748871,1.485208511352539,3,5,1
0.5309303998947144,1.1641703844070435,3,5,1
0.582771360874176,1.290534257888794,0,9,1
0.9972131848335266,0.022505827248096466,9,9,0
0.9497745037078857,0.22784802317619324,9,9,0
0.4842425286769867,1.5710320472717285,6,5,1
0.9845015406608582,0.09779845178127289,0,0,0
0.99111407995224,0.05949066951870918,1,1,0
0.34373411536216736,1.6197583675384521,4,0,1
0.8846527338027954,0.42702585458755493,8,8,0
0.9956371188163757,0.03470338135957718,1,1,0
0.9375708103179932,0.2924233078956604,1,1,0
0.9992615580558777,0.0062551661394536495,8,8,0
0.9552965760231018,0.25450050830841064,0,0,0
0.5367180705070496,1.055675745010376,2,2,0
0.9921040534973145,0.05181162804365158,2,2,0
0.8205807209014893,0.5056442618370056,0,0,0
0.6191781759262085,1.149548053741455,4,4,0
0.8947647213935852,0.40195947885513306,6,6,0
0.40093955397605896,1.355950117111206,5,5,0
0.8326882719993591,0.6203508377075195,4,4,0
0.9990803003311157,0.00853575300425291,9,9,0
0.9865890741348267,0.0938374474644661,4,4,0
0.5352235436439514,1.3644274473190308,3,7,1
0.9243111610412598,0.36270737648010254,9,9,0
0.7267358303070068,1.0447936058044434,9,9,0
0.9512659907341003,0.25637146830558777,4,4,0
0.8289687037467957,0.5170804262161255,5,5,0
0.9731652140617371,0.14365315437316895,6,6,0
0.9495440125465393,0.26915955543518066,6,6,0
0.9100983142852783,0.3477535545825958,9,1,1
0.5979682803153992,1.0037086009979248,5,5,0
0.4355030357837677,1.1566121578216553,3,3,0
0.9986905455589294,0.010111413896083832,8,8,0
0.9427133798599243,0.32649457454681396,9,9,0
0.5638673901557922,1.106492042541504,3,5,1
0.9189310073852539,0.33093923330307007,8,8,0
0.41614845395088196,1.1530157327651978,5,5,0
0.9981934428215027,0.014932628720998764,7,7,0
0.7020040154457092,0.9491630792617798,0,0,0
0.8679531812667847,0.6293373703956604,7,7,0
0.9668225646018982,0.18349887430667877,0,0,0
0.30415964126586914,1.4309824705123901,3,5,1
0.720658004283905,1.0840060710906982,8,0,1
0.9759359955787659,0.13459019362926483,0,0,0
0.8311874270439148,0.6583971381187439,0,4,1
0.7089851498603821,0.8450061082839966,6,6,0
0.9788148999214172,0.12859614193439484,9,9,0
0.635556161403656,1.1730669736862183,4,0,1
0.44333863258361816,1.6975133419036865,6,9,1
0.9462980628013611,0.2665943503379822,5,5,0
0.9716207385063171,0.1452319622039795,6,6,0
0.9223406314849854,0.32515671849250793,6,6,0
0.9827143549919128,0.1063326820731163,6,6,0
0.7271531820297241,0.9228553175926208,2,2,0
0.7627445459365845,0.8507441282272339,8,9,1
0.8960816264152527,0.45447877049446106,0,0,0
0.8673731088638306,0.405842125415802,1,1,0
0.5524808764457703,1.2193059921264648,7,7,0
0.8323237895965576,0.6852619051933289,6,6,0
0.9930965304374695,0.0508045069873333,7,7,0
0.9254515171051025,0.31621789932250977,5,5,0
0.4117898941040039,1.4664661884307861,7,9,1
0.9697348475456238,0.14793799817562103,1,1,0
0.9321339726448059,0.3038579225540161,6,6,0
0.7774006128311157,0.8211723566055298,6,2,1
0.6530077457427979,0.7718534469604492,3,5,1
0.4101163446903229,1.4547762870788574,3,5,1
0.581743597984314,1.2463948726654053,3,5,1
0.9916178584098816,0.05769932270050049,8,8,0
0.5389739274978638,1.1402461528778076,3,5,1
0.9192588329315186,0.42323505878448486,9,9,0
0.7139058113098145,0.9743857383728027,4,4,0
0.9019976854324341,0.4389243721961975,6,6,0
0.8705865144729614,0.5129938721656799,4,4,0
0.8806672096252441,0.5021946430206299,3,3,0
0.9970434308052063,0.022814594209194183,2,2,0
