confidence,entropy,margin,brightness,blur,failure
0.5769617,1.2318393,0.34953812,-0.24041185,1.1899795532226562,0
0.71428907,0.89993405,0.5751121,0.67175835,0.9337452054023743,0
0.36529836,1.4853389,0.10834071,0.23211405,0.5966877937316895,0
0.6817285,1.024587,0.49599832,0.6656302,0.7869492769241333,1
0.7452264,0.82057804,0.5937898,-0.25957292,1.2453439235687256,0
0.56936496,1.3023088,0.37841582,-0.44896945,0.6645871996879578,0
0.8753897,0.54688495,0.82783264,-0.882025,1.3426358699798584,0
0.9309626,0.36244008,0.9090587,-0.662618,0.34086376428604126,0
0.4833793,1.3396591,0.19170138,0.7618663,0.5073627829551697,0
0.68726677,0.86783594,0.4356706,0.45788202,1.1608266830444336,0
0.7892695,0.73068327,0.64375865,0.38424516,0.3175185024738312,0
0.8293795,0.48843256,0.6640912,0.22165358,1.768587350845337,0
0.2395632,1.7800628,0.03328529,-0.54525244,0.64261394739151,1
0.8940373,0.4814859,0.8468914,-0.92332214,1.9716672897338867,0
0.7492732,0.7846546,0.5594547,-0.21754651,1.54941987991333,0
0.66441375,1.2854857,0.540882,0.1298863,1.2244744300842285,0
0.46086168,1.2598274,0.070376545,0.13743918,1.2414371967315674,1
0.2660627,2.1023374,0.1379626,0.20294377,0.9261234998703003,1
0.55958456,1.0968676,0.25996965,0.3591792,0.8044863939285278,0
0.8938803,0.47518262,0.83296233,-0.22997813,1.1154053211212158,0
0.96352315,0.21951938,0.9495725,-0.116733864,1.4222941398620605,0
0.9582719,0.23406526,0.9402553,1.8831606,1.298682451248169,0
0.38615218,1.4961113,0.14794219,-0.79711556,0.15289367735385895,1
0.6732731,0.6406968,0.34767482,-0.44460544,2.1086177825927734,0
0.33401054,1.5358467,0.063061625,0.38403893,0.5892541408538818,1
0.33613703,1.5280116,0.018150717,-0.17445815,0.8016155958175659,0
0.81585735,0.75439763,0.7417907,-0.46513057,0.5282113552093506,0
0.83500516,0.62636936,0.7212587,0.27295107,0.6067334413528442,1
0.5451158,0.86038446,0.12223622,0.14028448,1.5966755151748657,1
0.6728016,1.235997,0.57846636,-0.8461479,0.7335382699966431,0
0.35034582,1.6042315,0.027612597,-1.1729238,0.6426103115081787,1
0.5044387,1.4388788,0.29124534,0.0794956,0.20356595516204834,1
0.70478183,0.98568034,0.52962875,0.13847882,0.7079128623008728,0
0.4461838,1.5277164,0.24601564,-0.046676233,0.5533822178840637,1
0.84993625,0.6613046,0.78745687,-0.41647518,0.5384944081306458,0
0.30554622,1.8130776,0.07044239,-0.63106704,1.2383577823638916,1
0.574782,1.3130522,0.4360296,0.021462865,0.5847483277320862,1
0.7940773,0.5815022,0.60400844,0.87540764,2.7243597507476807,1
0.88042873,0.4205988,0.77236307,0.4355082,1.6497488021850586,0
0.4306212,1.4285071,0.08849907,0.15651785,0.560652494430542,1
0.23075248,2.0342052,0.047653675,0.2764244,1.2858657836914062,1
0.46107456,1.184299,0.09845269,-1.3466549,1.0098910331726074,0
0.46177432,1.2955729,0.15233383,-0.6386319,0.7942224144935608,0
0.92426634,0.39834142,0.90314776,-0.49034554,0.6053551435470581,0
0.81240296,0.77738845,0.7295126,0.00015471256,0.43143707513809204,0
0.8720584,0.5826358,0.8175866,0.56637365,1.1263225078582764,0
0.5321011,1.0743732,0.16557956,-0.2625026,0.3791690468788147,0
0.32944158,1.9448229,0.17952786,-0.2860504,1.2798374891281128,1
0.9096252,0.3389797,0.8271425,-0.24815375,0.5157104730606079,0
0.43274087,1.126549,0.06646049,-0.5989598,0.3020523190498352,1
0.9246071,0.34945825,0.8742434,-0.15334365,0.9381688833236694,0
0.42176673,1.5210202,0.18799344,-0.3988284,0.6549410820007324,1
0.77079415,0.8902574,0.6785489,-0.7908441,0.8486314415931702,1
0.50767505,1.5264547,0.32089257,-0.60198087,0.9270161390304565,0
0.9719188,0.15916684,0.95729184,0.3224874,0.8378632068634033,0
0.97876096,0.1318382,0.9662901,0.14860588,0.14341093599796295,0
0.7922505,0.74591655,0.6651294,-0.024825398,2.8239152431488037,0
0.16864485,2.1977918,0.017087623,-1.3147025,0.5725501179695129,1
0.27577275,1.9415364,0.05193916,0.52032626,0.819541335105896,1
